"Id","R","Rm","Nome","Squadra","Pv","Mv","Fm","Gf","Gs","Rp","Rc","R+","R-","Ass","Amm","Esp","Au"
"536","C","W","Politano","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2077","C","T","Pasalic","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2741","C","C;T","Pessina","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4220","C","M;C","Zambo Anguissa","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5800","C","T;A","Gudmundsson A.","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5880","C","E;W","Ciurria","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2529","C","C;T","Mkhitaryan","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2543","C","C","Renato Sanches","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4199","C","C","Loftus-Cheek","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4287","C","M;C","Lobotka","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4465","C","C;T","Fagioli","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4658","C","W","Ikone'","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5451","C","T","Bajrami","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5453","C","M;C","Ricci S.","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","C","C;T","Pogba","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"827","C","M;C","Locatelli","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2172","C","T","Barak","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4869","C","M;C","Dominguez","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5007","C","C","Ilic","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5564","C","W;A","Ndoye","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6224","C","M;C","Reijnders","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","C","M;C","De Roon","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"150","C","W;T","Saponara","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5063","C","W","Radonjic","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2818","C","M;C","Bennacer","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4377","C","C;T","Castrovilli","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4662","C","E;W","Weah","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5001","C","T;A","Miranchuk","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5792","C","C;T","Ederson D.s.","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5870","C","M;C","Hjulmand","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6216","C","W","Mboula","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"779","C","M;C","Cristante","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1933","C","M;C","Mandragora","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2528","C","M;C","Matic","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4404","C","M;C","Thorsby","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4970","C","W","Messias","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5295","C","C","Musah","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5511","C","C","Matheus Henrique","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5788","C","T;A","Sabiri","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5878","C","C;T","Colpani","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","C","W;T","Verdi","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2839","C","W","Sottil","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4393","C","M;C","Schouten","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4681","C","M;C","Lopez M.","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4890","C","M;C","Tameze","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4965","C","M;C","Marin","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4973","C","C","Mckennie","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4992","C","W;A","Gyasi","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5422","C","E","Zalewski","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5504","C","M;C","Coulibaly L.","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","C","T","Mancosu","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","C","M;C","Cataldi","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"468","C","M;C","Paredes","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1978","C","C;T","Sensi","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1987","C","E;C","Jankto","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2117","C","C;T","Kastanos","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2392","C","M;C","Walace","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4285","C","M;C","Arthur Melo","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4514","C","E;C","Nandez","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4522","C","M;C","Amrabat","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5995","C","T","De Ketelaere","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5999","C","C","Gonzalez J.","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6402","C","M;C","Cajuste ","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"148","C","M;C","Krunic","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"181","C","M;C","Vecino","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"470","C","M;C","Strootman","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"801","C","M;C","Gagliardini","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4342","C","C;T","Duda","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5844","C","C;T","Thorstvedt","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5869","C","M;C","Blin","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6010","C","C;T","Fazzini","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6054","C","M;C","Moro N.","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6219","C","M;C","Boloca","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6394","C","M;C","Ramadani","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","C","M","Grassi","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"170","C","M;C","Badelj","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"526","C","C","Duncan","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"666","C","C","Machin","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2008","C","M;C","Linetty","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4459","C","M;C","Rovella","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4892","C","W","Saelemaekers","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4896","C","T;A","Maldini","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4947","C","M;C","Brescianini","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5298","C","C","Pobega","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5423","C","C","Bove","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5457","C","C","Maleh","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5784","C","C;W;T","Aebischer","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5791","C","E;M","Frendrup","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5813","C","C;T","Miretti","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5834","C","M;C","Marcos Antonio","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5884","C","C","Ranocchia F.","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6206","C","C","Fabbian","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6232","C","M;C","Makoumbou","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6393","C","W;T","Infantino","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6410","C","M;C","Kaba","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1871","C","M;C","Deiola","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1976","C","M;C","Mazzitelli","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1980","C","W;T","Aramu","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2161","C","M;C","Haas","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4787","C","C;W;T","Quina","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5267","C","M;C","Racic","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5499","C","M;C","Hongla","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5510","C","W","Romero L.","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5674","C","C","Basic","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5688","C","M;C","Harroui","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5719","C","M;C","Asllani","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5798","C","M;C","Bohinen","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6112","C","W","Iling Junior","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6218","C","W;T;A","Oristanio","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"694","C","W","Baez","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2183","C","W;T","Garritano","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4364","C","C;T","Gaetano","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4384","C","C","Jagiello","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4498","C","C;T","Henderson L.","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4501","C","M;C","Obiang","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4988","C","C","Maggiore","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5286","C","M;C","Akpa Akpro","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5735","C","T","Volpato","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5782","C","C","Kourfalidis","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5947","C","C","Hrustic","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6024","C","M;C","Sulemana I.","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6212","C","C","Zarraga","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6221","C","M;C","Camara E.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6222","C","C;T","Rafia","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"440","C","C","Viola","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"500","C","C","Lulic K.","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2144","C","C","Coulibaly M.","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2154","C","W;T","Vignato","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2274","C","C;T","Valoti","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4349","C","M;C","Nicolussi Caviglia","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4870","C","M;C","Adopo","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6106","C","T;A","Carboni V.","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6175","C","M;C","Barrenechea","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6203","C","M;C","Belardinelli","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6252","C","C;T","Folorunsho","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6424","C","M;C","Prati","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","C","E;W","D'alessandro","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"557","C","C","Benassi","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2076","C","M;C","Rog","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2121","C","C","Melegoni","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2286","C","C;T","Crociata","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4725","C","M","Demme","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5425","C","C;T","Urbanski","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5772","C","C;T","Pyyhtia","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5824","C","T;A","Pafundi","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5872","C","C;T","Helgason","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5875","C","T","Adli","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5879","C","T;A","Vignato S.","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5998","C","W","Zerbin","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6005","C","C;T","Ilkhan","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6009","C","M;C","Degli Innocenti","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6168","C","M;C","Faticanti","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6170","C","C","Gineitis","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6225","C","M;C","El Azzouzi","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6233","C","C","Lella","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6236","C","M;C","Amatucci","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6240","C","C;T","Haoudi","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6241","C","C;W;T","Gelli","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6246","C","M;C","Lipani","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6251","C","M;C","Saco","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6254","C","M;C","Joselito","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6420","C","C;T","Pagano","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6423","C","M;C","Legowski","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4661","A","Pc","Osimhen","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2764","A","Pc","Martinez L.","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"785","A","Pc","Immobile","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4510","A","A","Rafael Leao","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5839","A","A","Kvaratskhelia","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","A","A","Dybala","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"531","A","A","Berardi","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2841","A","Pc","Vlahovic","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4730","A","A","Lookman","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5672","A","Pc","Dia","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2137","A","Pc","Scamacca","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"479","A","Pc","Sanabria","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4200","A","Pc","Giroud","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4268","A","Pc","Arnautovic","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4871","A","Pc","Thuram","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5336","A","Pc","Nzola","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6228","A","Pc","Retegui","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5694","A","Pc","Beto","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5786","A","Pc","Cabral","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6060","A","A","Lauriente'","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"608","A","Pc","Zapata D.","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012","A","Pc","Milik","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2002","A","A","Chiesa","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6227","A","Pc","Okafor","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6229","A","Pc","Toure' E.","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6409","A","Pc","Beltran L.","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1939","A","Pc","Lapadula","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2544","A","Pc","Abraham","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2819","A","Pc","Caputo","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4179","A","A","Gonzalez N.","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"507","A","Pc","Muriel","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1958","A","A","Caprari","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2119","A","A","Deulofeu","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2438","A","Pc","Jovic","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2719","A","A","Barrow","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","A","Pc","Petagna","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2038","A","Pc","Pinamonti","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2061","A","Pc","Simeone","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5311","A","Pc","Shomurodov","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5836","A","Pc","Ceesay","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6226","A","Pc","Castellanos","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2489","A","A","Pedro","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4436","A","A","Cambiaghi","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4517","A","A","Lozano","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5529","A","Pc","Henry","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6145","A","A","Ngonge","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6398","A","A","Isaksen","Lazio","0","0","0","0","0","0","0","0","0","0","0","0","0"
"495","A","A","Correa","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2097","A","Pc","Kean","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2369","A","A","Thauvin","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4184","A","W;A","Brekalo","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5086","A","Pc","Zirkzee","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5882","A","A","Mota","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6205","A","Pc","Mulattieri","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6213","A","Pc","Brenner","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6435","A","Pc","Krstovic","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2325","A","A","Karamoh","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4371","A","A","Raspadori","Napoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4923","A","Pc","Colombo","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6207","A","A","Almqvist","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"441","A","Pc","Belotti","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"643","A","A","Defrel","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2762","A","A","Kouame'","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5471","A","Pc","Djuric","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1857","A","A","Di Francesco F.","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2103","A","Pc","Pellegri","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5297","A","A","Luvumbo","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5842","A","Pc","Botheim","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6001","A","A","Banda","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6119","A","A","Solbakken","Roma","0","0","0","0","0","0","0","0","0","0","0","0","0"
"505","A","A","Bonazzoli","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4359","A","Pc","Piccoli","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5676","A","A","Success","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5364","A","A","Caso","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6215","A","Pc","Lucca","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"90","A","Pc","Lasagna","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2190","A","Pc","Coda M.","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5500","A","A","Cancellieri","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5845","A","Pc","Alvarez A.","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","A","Pc","Pavoletti","Cagliari","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5734","A","W;A","Soule'","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6214","A","Pc","Cuni","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2466","A","Pc","Origi","Milan","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4463","A","Pc","Esposito","Inter","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5806","A","A","Seck","Torino","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6204","A","A","Kvernadze","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","A","Pc","Puscas","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5439","A","A","Kallon","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2122","A","Pc","Latte Lath","Atalanta","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5060","A","A","Ake' M.","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5391","A","Pc","Kokorin","Fiorentina","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5395","A","A","Braaf","Verona","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5436","A","Pc","Raimondo","Bologna","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5505","A","Pc","Kaio Jorge","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5506","A","A","Ekuban","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5776","A","A","Ceide","Sassuolo","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5837","A","Pc","Voelkerling Persson","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5843","A","A","Valencia D.","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5874","A","A","Rodriguez P.","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6011","A","A","Ekong","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6160","A","Pc","Vivaldo","Udinese","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6242","A","A","Bidaoui","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6243","A","Pc","Borrelli","Frosinone","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6247","A","Pc","Yalcin","Genoa","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6249","A","Pc","Diaw","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6250","A","Pc","Maric","Monza","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6395","A","Pc","Shpendi S.","Empoli","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6418","A","Pc","Burnete","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6419","A","A","Corfitzen","Lecce","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6425","A","Pc","Ikwuemesi","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6427","A","Pc","Stewart","Salernitana","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6434","A","A","Yildiz","Juventus","0","0","0","0","0","0","0","0","0","0","0","0","0"
